Timestamp,res_demand_avg_kw,res_n_households,res_energy_per_household_kwh,res_energy_total_kwh,season,hour,day
2017-11-14 04:00:00,0.1027424366984545,12164,0.05137121834922725,624.8795000000002,Autumn,4,2017-11-14
2017-11-14 04:30:00,0.1063469253535022,12164,0.0531734626767511,646.8020000000004,Autumn,4,2017-11-14
2017-11-14 05:00:00,0.1144487010851693,12164,0.05722435054258465,696.0769999999997,Autumn,5,2017-11-14
2017-11-14 05:30:00,0.1304286418941138,12164,0.0652143209470569,793.267,Autumn,5,2017-11-14
2017-11-14 06:00:00,0.1622668530088787,12164,0.08113342650443935,986.9070000000002,Autumn,6,2017-11-14
2017-11-14 06:30:00,0.2093241532390661,12164,0.10466207661953306,1273.1095,Autumn,6,2017-11-14
2017-11-14 07:00:00,0.2619085004932588,12164,0.1309542502466294,1592.9275,Autumn,7,2017-11-14
2017-11-14 07:30:00,0.2849204209141729,12164,0.14246021045708646,1732.8859999999997,Autumn,7,2017-11-14
2017-11-14 08:00:00,0.2639334922722789,12164,0.13196674613613946,1605.2435000000003,Autumn,8,2017-11-14
2017-11-14 08:30:00,0.2297781979611969,12164,0.11488909898059844,1397.5109999999995,Autumn,8,2017-11-14
2017-11-14 09:00:00,0.2157665433621044,12165,0.1078832716810522,1312.4,Autumn,9,2017-11-14
2017-11-14 09:30:00,0.2101539283366206,12168,0.1050769641683103,1278.5765,Autumn,9,2017-11-14
2017-11-14 10:00:00,0.205477485620378,12170,0.102738742810189,1250.3305,Autumn,10,2017-11-14
2017-11-14 10:30:00,0.2017386195562859,12170,0.10086930977814294,1227.5794999999996,Autumn,10,2017-11-14
2017-11-14 11:00:00,0.2006692958672254,12171,0.1003346479336127,1221.1730000000002,Autumn,11,2017-11-14
2017-11-14 11:30:00,0.1944714144898965,12174,0.09723570724494825,1183.7475,Autumn,11,2017-11-14
2017-11-14 12:00:00,0.2011915400410678,12175,0.1005957700205339,1224.7535000000003,Autumn,12,2017-11-14
2017-11-14 12:30:00,0.2012720105124835,12176,0.10063600525624175,1225.3439999999996,Autumn,12,2017-11-14
2017-11-14 13:00:00,0.2023281878643568,12179,0.1011640939321784,1232.0775000000008,Autumn,13,2017-11-14
2017-11-14 13:30:00,0.2008006568144499,12180,0.10040032840722495,1222.8759999999997,Autumn,13,2017-11-14
2017-11-14 14:00:00,0.2041380018060915,12181,0.10206900090304576,1243.3025000000005,Autumn,14,2017-11-14
2017-11-14 14:30:00,0.2069191496347369,12183,0.10345957481736845,1260.4479999999999,Autumn,14,2017-11-14
2017-11-14 15:00:00,0.2196308576118178,12185,0.1098154288059089,1338.1009999999999,Autumn,15,2017-11-14
2017-11-14 15:30:00,0.2497637452814706,12186,0.1248818726407353,1521.8105000000005,Autumn,15,2017-11-14
2017-11-14 16:00:00,0.3062510872240912,12187,0.1531255436120456,1866.1409999999998,Autumn,16,2017-11-14
2017-11-14 16:30:00,0.360109196816802,12189,0.180054598408401,2194.6854999999996,Autumn,16,2017-11-14
2017-11-14 17:00:00,0.4145242431700713,12189,0.20726212158503565,2526.3179999999998,Autumn,17,2017-11-14
2017-11-14 17:30:00,0.4252965788825991,12189,0.21264828944129954,2591.9700000000003,Autumn,17,2017-11-14
2017-11-14 18:00:00,0.4254566412338993,12189,0.21272832061694966,2592.9454999999994,Autumn,18,2017-11-14
2017-11-14 18:30:00,0.4232156862745097,12189,0.21160784313725484,2579.287999999999,Autumn,18,2017-11-14
2017-11-14 19:00:00,0.4136333880229695,12190,0.20681669401148475,2521.095499999999,Autumn,19,2017-11-14
2017-11-14 19:30:00,0.3977803937653815,12190,0.19889019688269075,2424.4715,Autumn,19,2017-11-14
2017-11-14 20:00:00,0.3843282198523378,12190,0.1921641099261689,2342.4804999999988,Autumn,20,2017-11-14
2017-11-14 20:30:00,0.3663911402789172,12190,0.1831955701394586,2233.1540000000005,Autumn,20,2017-11-14
2017-11-14 21:00:00,0.3431584515705732,12193,0.1715792257852866,2092.0654999999992,Autumn,21,2017-11-14
2017-11-14 21:30:00,0.3059211022717952,12193,0.1529605511358976,1865.0479999999993,Autumn,21,2017-11-14
2017-11-14 22:00:00,0.2762670384646929,12193,0.13813351923234646,1684.2620000000004,Autumn,22,2017-11-14
2017-11-14 22:30:00,0.2352760600344459,12193,0.11763803001722295,1434.3604999999993,Autumn,22,2017-11-14
2017-11-14 23:00:00,0.2066615271057164,12193,0.1033307635528582,1259.912,Autumn,23,2017-11-14
2017-11-14 23:30:00,0.1797514147461659,12193,0.08987570737308295,1095.8545000000004,Autumn,23,2017-11-14
2017-11-15 00:00:00,0.1555703609007769,10169,0.07778518045038844,790.9975000000001,Autumn,0,2017-11-15
2017-11-15 00:30:00,0.1363554441823899,10176,0.06817772209119495,693.7764999999998,Autumn,0,2017-11-15
2017-11-15 01:00:00,0.1239372668368349,10186,0.06196863341841745,631.2125000000001,Autumn,1,2017-11-15
2017-11-15 01:30:00,0.1141733411857086,10188,0.0570866705928543,581.5989999999996,Autumn,1,2017-11-15
2017-11-15 02:00:00,0.1101987632508833,10188,0.05509938162544165,561.3524999999995,Autumn,2,2017-11-15
